algorithm,scenario,size,digits,repetition,execution_time,memory_used_bytes
insertion_sort,sorted,45000,1,1,0.000037,180000
insertion_sort,sorted,45000,1,2,0.000037,180000
insertion_sort,sorted,45000,1,3,0.000037,180000
insertion_sort,sorted,46000,1,1,0.000037,184000
insertion_sort,sorted,46000,1,2,0.000037,184000
insertion_sort,sorted,46000,1,3,0.000038,184000
insertion_sort,sorted,47000,1,1,0.000038,188000
insertion_sort,sorted,47000,1,2,0.000038,188000
insertion_sort,sorted,47000,1,3,0.000039,188000
insertion_sort,sorted,48000,1,1,0.000039,192000
insertion_sort,sorted,48000,1,2,0.000040,192000
insertion_sort,sorted,48000,1,3,0.000039,192000
insertion_sort,sorted,49000,1,1,0.000040,196000
insertion_sort,sorted,49000,1,2,0.000040,196000
insertion_sort,sorted,49000,1,3,0.000040,196000
insertion_sort,sorted,50000,1,1,0.000041,200000
insertion_sort,sorted,50000,1,2,0.000041,200000
insertion_sort,sorted,50000,1,3,0.000040,200000
insertion_sort,sorted,51000,1,1,0.000042,204000
insertion_sort,sorted,51000,1,2,0.000042,204000
insertion_sort,sorted,51000,1,3,0.000041,204000
insertion_sort,sorted,52000,1,1,0.000042,208000
insertion_sort,sorted,52000,1,2,0.000042,208000
insertion_sort,sorted,52000,1,3,0.000043,208000
insertion_sort,sorted,53000,1,1,0.000043,212000
insertion_sort,sorted,53000,1,2,0.000043,212000
insertion_sort,sorted,53000,1,3,0.000043,212000
insertion_sort,sorted,54000,1,1,0.000049,216000
insertion_sort,sorted,54000,1,2,0.000044,216000
insertion_sort,sorted,54000,1,3,0.000044,216000
insertion_sort,sorted,55000,1,1,0.000045,220000
insertion_sort,sorted,55000,1,2,0.000045,220000
insertion_sort,sorted,55000,1,3,0.000045,220000
insertion_sort,sorted,56000,1,1,0.000046,224000
insertion_sort,sorted,56000,1,2,0.000046,224000
insertion_sort,sorted,56000,1,3,0.000045,224000
insertion_sort,sorted,57000,1,1,0.000047,228000
insertion_sort,sorted,57000,1,2,0.000046,228000
insertion_sort,sorted,57000,1,3,0.000046,228000
insertion_sort,sorted,58000,1,1,0.000047,232000
insertion_sort,sorted,58000,1,2,0.000048,232000
insertion_sort,sorted,58000,1,3,0.000047,232000
insertion_sort,sorted,59000,1,1,0.000048,236000
insertion_sort,sorted,59000,1,2,0.000048,236000
insertion_sort,sorted,59000,1,3,0.000048,236000
insertion_sort,sorted,60000,1,1,0.000049,240000
insertion_sort,sorted,60000,1,2,0.000049,240000
insertion_sort,sorted,60000,1,3,0.000049,240000
insertion_sort,sorted,61000,1,1,0.000049,244000
insertion_sort,sorted,61000,1,2,0.000049,244000
insertion_sort,sorted,61000,1,3,0.000049,244000
insertion_sort,sorted,62000,1,1,0.000051,248000
insertion_sort,sorted,62000,1,2,0.000051,248000
insertion_sort,sorted,62000,1,3,0.000051,248000
insertion_sort,sorted,63000,1,1,0.000052,252000
insertion_sort,sorted,63000,1,2,0.000054,252000
insertion_sort,sorted,63000,1,3,0.000051,252000
insertion_sort,sorted,64000,1,1,0.000052,256000
insertion_sort,sorted,64000,1,2,0.000064,256000
insertion_sort,sorted,64000,1,3,0.000064,256000
insertion_sort,sorted,65000,1,1,0.000052,260000
insertion_sort,sorted,65000,1,2,0.000076,260000
insertion_sort,sorted,65000,1,3,0.000067,260000
insertion_sort,sorted,66000,1,1,0.000053,264000
insertion_sort,sorted,66000,1,2,0.000053,264000
insertion_sort,sorted,66000,1,3,0.000054,264000
insertion_sort,sorted,67000,1,1,0.000058,268000
insertion_sort,sorted,67000,1,2,0.000054,268000
insertion_sort,sorted,67000,1,3,0.000054,268000
insertion_sort,sorted,68000,1,1,0.000055,272000
insertion_sort,sorted,68000,1,2,0.000055,272000
insertion_sort,sorted,68000,1,3,0.000055,272000
insertion_sort,sorted,69000,1,1,0.000056,276000
insertion_sort,sorted,69000,1,2,0.000056,276000
insertion_sort,sorted,69000,1,3,0.000056,276000
insertion_sort,sorted,70000,1,1,0.000057,280000
insertion_sort,sorted,70000,1,2,0.000057,280000
insertion_sort,sorted,70000,1,3,0.000057,280000
insertion_sort,sorted,71000,1,1,0.000058,284000
insertion_sort,sorted,71000,1,2,0.000058,284000
insertion_sort,sorted,71000,1,3,0.000058,284000
insertion_sort,sorted,72000,1,1,0.000059,288000
insertion_sort,sorted,72000,1,2,0.000059,288000
insertion_sort,sorted,72000,1,3,0.000058,288000
insertion_sort,sorted,73000,1,1,0.000059,292000
insertion_sort,sorted,73000,1,2,0.000059,292000
insertion_sort,sorted,73000,1,3,0.000059,292000
insertion_sort,sorted,74000,1,1,0.000060,296000
insertion_sort,sorted,74000,1,2,0.000060,296000
insertion_sort,sorted,74000,1,3,0.000060,296000
insertion_sort,sorted,75000,1,1,0.000058,300000
insertion_sort,sorted,75000,1,2,0.000099,300000
insertion_sort,sorted,75000,1,3,0.000087,300000
insertion_sort,sorted,76000,1,1,0.000072,304000
insertion_sort,sorted,76000,1,2,0.000102,304000
insertion_sort,sorted,76000,1,3,0.000088,304000
insertion_sort,sorted,77000,1,1,0.000061,308000
insertion_sort,sorted,77000,1,2,0.000077,308000
insertion_sort,sorted,77000,1,3,0.000063,308000
insertion_sort,sorted,78000,1,1,0.000064,312000
